index,comment,n_star,date_time,label,sentiment_label,label_id
89,quá ngon mọi người ơi ủng_hộ bác vượng đi nào vậy pin trâu mượt_mà nhiều tính_năng thú_vị đặc_biệt là trả_lời tin nhắn nhanh như trên wp 10,5,19/02/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
90,dùng được 3 ngày mọi trải_nghiệm tuyệt_vời pin tốt màn_hình rất tốt không hề xấu hay rổ duy_nhất khoảng chụp ảnh xóa_phông vật_thể làm chưa tốt chắc do thiếu camera tele,4,4/11/2019,{SCREEN#Positive};{CAMERA#Negative};{BATTERY#Positive};{GENERAL#Positive};,positive,1
91,điện_thoại mọi thứ đều tốt chỉ có cảm_biến vân_tay và pin hơi kém so với giá này,4,20/11/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Positive};,positive,1
92,ngày đầu mua về là đã bị lỗi mở mạng bị đơ dag_nt hoặc đang xem youtube fb lướt nhảy_out là ngoài nhiều lần như_vậy ai cũng nói_màng amoled đẹp thấy chả có gì là đẹp chụp hình thì kém xấu nhất là gọi video_thua xa con oppo f7 nửa ai mà mua nhu_cầu chụp hình thì đừng mua dòng này pin 4015 cũng như bằng 3600 của f7 thôi chỉ được cái sax nhanh và đã đem đi_đỗi,3,1 tuần trước,{SCREEN#Negative};{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,neutral,2
93,mới mua được hơn 1 tháng màn_hình bị lỗi có 1 chấm xanh trên màn_hình cảm_ứng hơi đơ loa hơi rè_rè mình sẽ đến điện máy xanh để bảo_hành màn hìnhquá buồn cho một cái giá cao mà đổi lại không hài_lòng cảm_thấy hối_hận khi mua máy,1,25/11/2019,{SCREEN#Negative};{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};,negative,0
94,máy bị lỗi kết_nối bluetooth đã đổi máy mới nhưng vẫn bị tình_trạng kết_nối chập_chờn chưa bao_giờ xài_samsung mà_lại không hài_hài_lòng như bây_giờ,3,17/01/2020,{FEATURES#Negative};{SER&ACC#Negative};,neutral,2
95,điện_thoại khá tốt_pin trâu khá mượt bắt wifi cực tốt chỉ là thỉnh_thoảng máy bị đơ phải thoát ra_vào lại và máy không cập_nhật lên miul 12,4,8/7/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,positive,1
96,lúc trước nghe bảo điện_thoại chơi game nóng nhưng mua về chiến liên_quân 3 4 h liên_tục thì chỉ thấy ấm không nóng như lời đồn những thứ khác thì vũng chẳng có gì để nói vì quá ngon rồi,5,4/3/2020,{PERFORMANCE#Neutral};{GENERAL#Positive};,positive,1
97,1 máy nếu không chơi game lướt_web ít sử_dụng thì giữ pin cao nhất được khoảng 1 ngày 16 tiếng tính luôn cả lúc ngủ nhé vì khi ngủ thì chẳng_động gì tới không được 2 ngày như mn nói đâu 2 nhạc nghe cứ cà_giật cà_giật rất khó_chịu luôn 3 quay video bị mờ kém còn lại tốt,3,3/12/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};,neutral,2
98,nói_chung là khá tốt với mức giá đó có nhược_điểm là selfie 80 mà như 50 vậy không lấy được nét chuẩn như con a5s,3,14/07/2020,{CAMERA#Negative};{PRICE#Neutral};{GENERAL#Positive};,neutral,2
99,camera_ứng lúc được lúc không pin thì hơi mau hết nhưng được_cái sac nhanh không biêt mai_mốt câp_nhật nó hết không nữa,3,14/08/2020,{CAMERA#Negative};{BATTERY#Neutral};{OTHERS};,neutral,2
100,mọi người suy_nghĩ kỹ trước khi nên mua thứ nhất là bắt sóng_yếu thứ hai là camera lâu_lâu bị lỗi chơi game thì bị giật_lát ram đa_phần là ram ảo áo không như mọi người nói đâu trước khi mua mọi người nên test tại cửa_hàng thế_giới di_động để có chất_lượng như mình mong_muốn rồi hãy mua,2,18/07/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};,negative,0
101,pin trâu xạc nhanh chiến_game ngon nhưng bắt sóng quá kém đang xài bị rớt xuống mạng e_tắt nguồn khởi_động lại vẫn vậy,3,2 tuần trước,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};,neutral,2
102,chơi game ở mức tốt_định nếu cấu_hình trung_bình lâu_lâu bị giật pin_xài lâu_sạc pin nhanh giá 8 triệu như_vậy cũng tốt,4,20/02/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Neutral};,positive,1
103,sản_phẩm thiết_kế rất đẹp giá chính hãng bảo_hành rất tốt_pin dùng cả ngày đi làm mà không hết chụp ảnh đẹp tuyệt_vời,5,7/9/2018,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{SER&ACC#Positive};,positive,1
104,không bk do bản_cập nhập bị lỗi hay không mà càng ngày xài thấy càng giật điện_thoại ra hôm_nay nt messenger còn bị giật soạn tin xog mà chữ chưa dk đánh xog nữa bỏ sô tiền cao mua sản_phẩm này thấy thất_vọng quá,2,1/6/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,negative,0
105,hai buồn máy không như ý mua 1 tuần pin không trâu vân_tay thì không nhạy tuy khóa màn_hình mà sơ_hở chưa tắt khóa là bị loạn cảm_ứng gọi lung_tung hết tiền và phiền_haizz sai làm khi mua con này nhân_viên thế_giới di_động vui_vẻ nhiệt_tình chê máy không chê thái_độ phục_vụ,1,25/12/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Positive};,negative,0
106,sao em mới mua ma_tụt pin nhanh_vạy mà sắc_pin lại nhanh_pin không trâu j het xài được 30 thì tụt 10 phan_trăm pin rồi,1,8/2/2020,{BATTERY#Negative};,negative,0
107,loa ngoài lâu_lâu bị rè không biết là do phần_mềm hay phần_cứng vậy tắt màn_hình mở lên lại hết,3,2/2/2020,{FEATURES#Negative};,neutral,2
108,cảm_nhận sau khi sử_dụng 5 tháng máy tốt tốt pin lâu cấu_hình chơi game tốt có 1 điều camera không được tốt xị hết,5,14/08/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,positive,1
109,mới đầu sử_dụng thi tốt sau cảm_ứng chạm_giật lác treo máy thường_xuyên gọi zalo_ma cũng bị treo máy nghĩ mà kém,1,18/03/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
110,máy đẹp màn to tràn_mượt trâu nhân_viên nhiệt_tình vó quà tặng galaxy đi ăn_lòi mảng họng cho 4 sao vì máy mua cho phụ_huynh,4,28/12/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
111,minh_dung con note lỗi phần chân sac pinnó_tích hợp quá nhiều ứng_dụng công_năng vì_thế thời_tiết ẩm_ướt là không sạc được pinmới mua máy vài hôm sạc pin không vào ra hỏi ttbh_ssnó trả_lời lỗi_ro người dùng bị dính nước tư_vấn mình thay cụm chân sạc nếư đồng_ý phải thanh_toán hơn 1 tr,1,10/4/2020,{DESIGN#Negative};{OTHERS};,negative,0
112,note 8 pro_trừ cái xài 3 g chơi game giật kinh_khủng còn lại tốt hết pin trâu,3,27/10/2019,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,neutral,2
113,camera trước_sau quá kém48 chấm mà không bằng 16 chấm của samsungcòn mọi thứ rất tốttạm chấp_nhận với giá tiền đấy,4,19/07/2019,{CAMERA#Negative};{PRICE#Neutral};{GENERAL#Positive};,positive,1
114,mình dùng được 7 tháng đánh_giá cũng khá mượt_chơi game cũng tốt nhưng chức_năng rung_báo cuộc_gọi bé nhiều khi đút_túi quần không phát_hiện ra đôi_khi lỗi cuộc_gọi không nghe thấy đầu dây kia nói gì phải khởi_động lại không tắt được chức_năng báo tin nhắn trên zalo mình tìm khá nhiều cách mà chưa được,2,20/06/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{OTHERS};,negative,0
115,xài một tháng mượt sạc nhanh pin trâu chụp ảnh tạm tốt chơi game các kiểu không nóng_nhétóm lại vô_đối trong tầm giá,5,29/11/2019,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
116,cammera chụp nên để tỷ_lệ 11 hoặc 34 thì_ra bức ảnh khá tốt_cấu_hình chạy tốt_mượt nhưng chơi game hơi nóng máy,5,29/10/2019,{CAMERA#Neutral};{PERFORMANCE#Neutral};,positive,1
117,giờ mấy biết những_ai đang xài những con máy vismart hay realme mà wifi_yếu là do tắt dịch_vụ vị_trí nhé bật lên là max mạnh,5,5/5/2020,{FEATURES#Neutral};{SER&ACC#Neutral};{OTHERS};,positive,1
118,máy dùng rất tốt tốt_định không lỗi chơi game rất mượt_mà tốt_định không nóng_máy nói_chung ai chơi game nên mua máy này camera thì cũng rất tốt_pin trâu sạc nhanh nhân_viên bán nhiệt_tình,5,15/07/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
119,mình mua con a9 dùng được 10 tháng rồi nói_chung là tốt chưa thấy có lỗi gì vì mình ít chơi game,4,28/07/2020,{GENERAL#Positive};{OTHERS};,positive,1
120,mình mua rồi thật_sự là mượt lắm camera đẹp có cả góc rộng mình mua bản màu xanh đối_với con chip exynos 9611 của nhà samsung vậy là tốt rồi pin 4000 mah mà mình xài xuyên suốt gần 2 ngày,5,23/03/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Neutral};{OTHERS};,positive,1
121,về cấu_hình thì quá tốt với tầm giá nàynhưng điểm trừ ở đây là kiểu_dáng kém mạnh mẽnếu apple làm gốc cạnh như iphone 5 se thì quá đẹp rồihơi tiếc,4,8/7/2020,{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{OTHERS};,positive,1
122,mới mua hồi tối mình cảm_thấy sản_phẩm mà hình đẹp game mượt_pin tốt có_điều bắt song 4 g hơi kém dù mình đang ở tp,5,5/8/2020,{SCREEN#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};,positive,1
123,pin rất kém luôn không xài gì kiểm_tra không có ứng_dụng ngầm tới chiều còn có 20 uổng_phí khi mua nhân_viên tư_vấn nói xài lâu lắm nên xem_lại cách tư_vấn cho ng mua hàng đừng nói_dối để bán được hàng mà j nghỉ đến quyền_lợi ng tiêu_dùng,1,2/11/2019,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
124,máy ngon_xài tốt so tầm_gia thì quá tốt ngon hơn samsung nhiều chạy mượt chụp xóa phông tốt với_lại ưng_ý nhất là sạc nhanh 30 p lên 70 đi xa cần sạc gấp xài con này quá chuẩn siêu_tiết_kiệm pin rất thích 5,5,3 tuần trước,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
125,máy mọi thứ đều tốt đáng tiền nhưng lưu_ý anh_em dùng nên thay cục sạc nhẹ hơn để đỡ nóng máy trai pin nhé chứ sạc nhanh 30 w nóng lắm hãng nào cũng vậy cả,5,22/05/2020,{GENERAL#Positive};{SER&ACC#Neutral};,positive,1
126,máy tốt nhưng mở khóa khuôn_mặt hơi lâu phải đợi khoảng mấy giây_chơi liên_quân cũng được dung_lượng pin 4030 mah cũng được 1 ngày không qua được ngày thứ hai camera cũng tạm được,4,16/09/2019,{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Neutral};,positive,1
127,lúc trước tui mua ở thế_giới di_động tới 1 tr4 mà sao giờ rẽ thếtui mua về thì máy_yếu quá muốn đập thật pin cùi quá,2,21/05/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};,negative,0
128,máy xài thì khỏi chê nhưng cảm_ứng vân_tay không nhạy có_khi bấm mấy lần mới được,4,14/09/2019,{FEATURES#Negative};{GENERAL#Positive};,positive,1
129,rất kém bỏ ra gần 10 triệu để nhận màn_hình lỗi cảm_ứng đa_điểm khi chơi liên_quân quá kém quá kém rất ức_chế,1,7/5/2019,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};,negative,0
130,thật_sự máy rất mượt và mạnh_camera rất đẹp và nét màn_hình hiển_thị đẹp_pin thì không trâu lắm,5,4/5/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};,positive,1
131,sản_phẩm mớithiết_kế đẹp_mắt pin bao trâumực dù không có sạc nhanh nhưng vô_pin cũng mau,5,22/05/2020,{BATTERY#Positive};{DESIGN#Positive};,positive,1
132,vừa mua có test mấy game nặng thấy cũng tốt nhưng cảm_biến vân tay_không được nhạy cho lắm,5,22/06/2019,{FEATURES#Negative};{PERFORMANCE#Neutral};,positive,1
133,máy xài khá tốt nhưng bắt wifi quá kém không dùng được quá giật_vân tay quá kém nhưng nhận_diện khuôn_mặt thì tốt chỉ là không hài_lòng về bắt sóng wifi,2,10/8/2019,{FEATURES#Neutral};{GENERAL#Positive};,negative,0
134,tuyệt_vời vsmart joy 3 pin trâu kinh_khủng_khiếp thiết_kế màn_hình 6 t inch đẹp,5,19/02/2020,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};,positive,1
135,pin trâu game mượt cấu_hình tốt hiệu_năng tuyệt_vời camera đủ chức_năng khá tốt trong tầm giá nên mua vivo hơn oppo realme cùng phân_khúc,5,8/8/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
136,mình mua ở thế_giới di_động được vài ngày nhân_viên tư_vấn nhiệt_tình chu_đáo còn máy dùng thì pin hơi tụt nhanh một_chút nhưng dùng vẫn tạm chấp_nhận được còn lại mọi thứ thấy tốt,4,24/06/2019,{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
137,sefie màu_da vàng_khè nút ứng_dụng mờ không sắc nét so với tầm giá này thì thất_vọng quá mới mua hom qua mà thực_sự muốn đổi không biết sao đây,3,2/10/2019,{SCREEN#Negative};{CAMERA#Negative};{PRICE#Neutral};{GENERAL#Negative};{OTHERS};,neutral,2
138,máy rất tiện_lợi cho người lớn_tuổi đã mua cho ông nội 1 chiếc máy này nếu được trang_bị thêm viên lớn là tuyệt_vời,5,11/9/2019,{BATTERY#Neutral};{OTHERS};,positive,1
139,máy xài mượt chụp đêm ảnh thu sáng rất tốt_tiếc là có điều_kiện hốt em s20 ultra thì ngon nữa,5,7/3/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{OTHERS};,positive,1
140,máy bắt_mạng kém quá đôi_lúc chơi game bị đơ bực_mình thất_bỏ gần 5 tr ra mua con máy này quá thất_vọng,1,16/07/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};,negative,0
141,mới mua 7 ngày sạc 3 lần 8 tiếng với 1 lần sạc thường không chơi game chỉ lên mạng đọc tin_tức mà pin còn 98 nạn rồi ghê,4,3/4/2020,{BATTERY#Negative};,positive,1
142,mới mua được 5 ngày mọi thứ tạm tốt nhưng quá thất_vọng về pin mag tiếng dung_lượng pin 5000 mà xài hụt_pin hơn cả oppo f11 4000 mah để yên qua 1 ngày 10 t không đụng vô không bật bất_kỳ ứng_dụng hay chương_trình nào nhưng vẫn bị tụt hơn 10 vậy là tại_sao đây,3,6/8/2020,{BATTERY#Negative};{GENERAL#Neutral};{OTHERS};,neutral,2
143,nhận máy m7 hôm_nay được 5 hôm thì máy lỗi đen_màn gọi vẫn rung nhấn vẫn rung làm gì cũng không sáng màn lần đầu m tự khởi_động lại lần 2 gọi tổng_đài thì bảo_retore lại cài_đặt gốc lần 3 gọi tổng_đài bảo mang ra quán thì nhân_viên vọc tí rồi cũng khởi_động lại bảo máy bt và không cho đổi mình tin_tưởng thế_giới di_động nên hay mua hàng ở đây nghĩ bảo_hành các kiểu tốt ai dè lần này thất_vọng vô_cùng,1,13/04/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};{OTHERS};,negative,0
144,máy mua để sử_dụng bình_thường thì được còn ai mua chiến_game thì đừng mua chơi pubg dùng gyroscop nó bị chậm khoảng 05 giây ghìm_tay thì giật từng phát không có độ tốt_định mới mua xong về bán lại mất 20 giá_trị so với ban_đầu đừng ai mua chơi game game chọn mua dòng xiaomi_chất nhất,3,18/04/2020,{PERFORMANCE#Negative};{OTHERS};,neutral,2
145,dùng máy rất tốt_hệ điều_hành mượt_mà camera đẹp chụp rất tốt pin khỏe 1 ngày dùng mới cần sac,5,16/08/2018,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
146,mọi thứ tốt làm rất tốtchỉ mỗi chơi pubg ngắm kéo mãi đéo chịu đi loạn_cmn cảm_ứng kém,2,24/05/2019,{FEATURES#Negative};{GENERAL#Positive};,negative,0
147,thấy các bác chê quáchứ e_xài thấy rất tốt_pin trâu xài cã ngày vivu wifi 3 g tốt cã có cái nhận_diện khuôn_mặt hơi chậm vân tay củng_không nhạy lắm ngoài_ra thấy tất_cã đều tốt trong tầm tiền bỏ ra,5,10/7/2020,{FEATURES#Neutral};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
